"","label","replace.by"
"9501","Archaeological and Anthropological Sciences","Sciences Scocial General"
"9502","BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY","Sciences Scocial General"
"9503","AMERICAN JOURNAL OF INDUSTRIAL MEDICINE","Sciences Scocial General"
"9504","TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE","Sciences Scocial General"
"9505","JOURNAL OF REGIONAL SCIENCE","Sciences Scocial General"
"9506","AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH","Sciences Scocial General"
"9507","AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH","Sciences Scocial General"
"9508","RESEARCH ON LANGUAGE AND SOCIAL INTERACTION","Sciences Scocial General"
"9509","JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE","Sciences Scocial General"
"9510","Asian Women","Sciences Scocial General"
"9511","International Health","Sciences Scocial General"
"9512","International Health","Sciences Scocial General"
"9513","INTERNATIONAL MIGRATION REVIEW","Sciences Scocial General"
"9514","JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH","Sciences Scocial General"
"9515","JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH","Sciences Scocial General"
"9516","FORDHAM LAW REVIEW","Sciences Scocial General"
"9517","JOURNAL OF LAW MEDICINE & ETHICS","Sciences Scocial General"
"9518","JOURNAL OF LAW MEDICINE & ETHICS","Sciences Scocial General"
"9519","Policing & Society","Sciences Scocial General"
"9520","POPULATION AND ENVIRONMENT","Sciences Scocial General"
"9521","HUMAN ECOLOGY","Sciences Scocial General"
"9522","Archives of Environmental & Occupational Health","Sciences Scocial General"
"9523","BMC International Health and Human Rights","Sciences Scocial General"
"9524","Chinese Journal of International Politics","Sciences Scocial General"
"9525","MINNESOTA LAW REVIEW","Sciences Scocial General"
"9526","CULTURE HEALTH & SEXUALITY","Sciences Scocial General"
"9527","JOURNAL OF CRIMINAL LAW & CRIMINOLOGY","Sciences Scocial General"
"9528","JOURNAL OF INTERPERSONAL VIOLENCE","Sciences Scocial General"
"9529","Journal of Immigrant and Minority Health","Sciences Scocial General"
"9530","GEOGRAPHICAL ANALYSIS","Sciences Scocial General"
"9531","Mobilities","Sciences Scocial General"
"9532","COLLEGE & RESEARCH LIBRARIES","Sciences Scocial General"
"9533","SECOND LANGUAGE RESEARCH","Sciences Scocial General"
"9534","EPJ Data Science","Sciences Scocial General"
"9535","EPJ Data Science","Sciences Scocial General"
"9536","PUBLIC HEALTH","Sciences Scocial General"
"9537","PUBLIC HEALTH","Sciences Scocial General"
"9538","JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY","Sciences Scocial General"
"9539","Chronic Diseases and Injuries in Canada","Sciences Scocial General"
"9540","GEORGE WASHINGTON LAW REVIEW","Sciences Scocial General"
"9541","Journal of English for Academic Purposes","Sciences Scocial General"
"9542","HEALTH & SOCIAL CARE IN THE COMMUNITY","Sciences Scocial General"
"9543","International Journal of Integrated Care","Sciences Scocial General"
"9544","International Journal of Integrated Care","Sciences Scocial General"
"9545","INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH","Sciences Scocial General"
"9546","INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH","Sciences Scocial General"
"9547","SUSTAINABLE DEVELOPMENT","Sciences Scocial General"
"9548","Journal of Deaf Studies and Deaf Education","Sciences Scocial General"
"9549","JOURNAL OF SCHOOL HEALTH","Sciences Scocial General"
"9550","JOURNAL OF SCHOOL HEALTH","Sciences Scocial General"
"9551","Intellectual and Developmental Disabilities","Sciences Scocial General"
"9552","PUBLIC CULTURE","Sciences Scocial General"
"9553","TRANSPORTATION","Sciences Scocial General"
"9554","TRANSPORTATION","Sciences Scocial General"
"9555","HEALTH RISK & SOCIETY","Sciences Scocial General"
"9556","CHINA QUARTERLY","Sciences Scocial General"
"9557","HOUSING POLICY DEBATE","Sciences Scocial General"
"9558","Journal of Hospitality & Tourism Research","Sciences Scocial General"
"9559","Transactions in GIS","Sciences Scocial General"
"9560","HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW","Sciences Scocial General"
"9561","JOURNAL OF ETHNIC AND MIGRATION STUDIES","Sciences Scocial General"
"9562","THEORETICAL CRIMINOLOGY","Sciences Scocial General"
"9563","Public Health Genomics","Sciences Scocial General"
"9564","Public Health Genomics","Sciences Scocial General"
"9565","STATISTICS IN MEDICINE","Sciences Scocial General"
"9566","Critical Studies in Education","Sciences Scocial General"
"9567","INTERNATIONAL AFFAIRS","Sciences Scocial General"
"9568","JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH","Sciences Scocial General"
"9569","JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH","Sciences Scocial General"
"9570","LANGUAGE IN SOCIETY","Sciences Scocial General"
"9571","SOCIAL SCIENCE COMPUTER REVIEW","Sciences Scocial General"
"9572","SOCIAL SCIENCE COMPUTER REVIEW","Sciences Scocial General"
"9573","AIDS EDUCATION AND PREVENTION","Sciences Scocial General"
"9574","HEALTH & SOCIAL WORK","Sciences Scocial General"
"9575","Transport Policy","Sciences Scocial General"
"9576","MEDICC Review","Sciences Scocial General"
"9577","MEDICC Review","Sciences Scocial General"
"9578","ENVIRONMENT AND URBANIZATION","Sciences Scocial General"
"9579","HEALTH CARE MANAGEMENT REVIEW","Sciences Scocial General"
"9580","TESOL QUARTERLY","Sciences Scocial General"
"9581","ETHICS","Sciences Scocial General"
"9582","LINGUISTIC INQUIRY","Sciences Scocial General"
"9583","JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE","Sciences Scocial General"
"9584","Gaceta Sanitaria","Sciences Scocial General"
"9585","Gaceta Sanitaria","Sciences Scocial General"
"9586","POLITICAL COMMUNICATION","Sciences Scocial General"
"9587","JOURNAL OF SAFETY RESEARCH","Sciences Scocial General"
"9588","Biodemography and Social Biology","Sciences Scocial General"
"9589","Politics","Sciences Scocial General"
"9590","Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz","Sciences Scocial General"
"9591","HARVARD JOURNAL OF LAW AND PUBLIC POLICY","Sciences Scocial General"
"9592","Journal of Occupational Medicine and Toxicology","Sciences Scocial General"
"9593","NOTRE DAME LAW REVIEW","Sciences Scocial General"
"9594","JOURNAL OF COMMUNITY HEALTH","Sciences Scocial General"
"9595","RESEARCH EVALUATION","Sciences Scocial General"
"9596","CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE","Sciences Scocial General"
"9597","Climate and Development","Sciences Scocial General"
"9598","HEALTH COMMUNICATION","Sciences Scocial General"
"9599","WEST EUROPEAN POLITICS","Sciences Scocial General"
"9600","INSTRUCTIONAL SCIENCE","Sciences Scocial General"
"9601","ENVIRONMENT AND PLANNING A","Sciences Scocial General"
"9602","JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS","Sciences Scocial General"
"9603","SCIENCE AND ENGINEERING ETHICS","Sciences Scocial General"
"9604","SCIENCE AND ENGINEERING ETHICS","Sciences Scocial General"
"9605","Sexuality Research and Social Policy","Sciences Scocial General"
"9606","LAND ECONOMICS","Sciences Scocial General"
"9607","SOCIAL POLITICS","Sciences Scocial General"
"9608","JOURNAL OF OCCUPATIONAL HEALTH","Sciences Scocial General"
"9609","Language Teaching Research","Sciences Scocial General"
"9610","SECURITY DIALOGUE","Sciences Scocial General"
"9611","Health Care Management Science","Sciences Scocial General"
"9612","Comunicar","Sciences Scocial General"
"9613","JOURNAL OF AGING STUDIES","Sciences Scocial General"
"9614","JOURNAL OF HEALTH POLITICS POLICY AND LAW","Sciences Scocial General"
"9615","JOURNAL OF HEALTH POLITICS POLICY AND LAW","Sciences Scocial General"
"9616","Journal of Maps","Sciences Scocial General"
"9617","Journal of Maps","Sciences Scocial General"
"9618","THIRD WORLD QUARTERLY","Sciences Scocial General"
"9619","COASTAL MANAGEMENT","Sciences Scocial General"
"9620","COASTAL MANAGEMENT","Sciences Scocial General"
"9621","DYSLEXIA","Sciences Scocial General"
"9622","POLITICS & SOCIETY","Sciences Scocial General"
"9623","PUBLIC OPINION QUARTERLY","Sciences Scocial General"
"9624","JOURNAL OF EUROPEAN SOCIAL POLICY","Sciences Scocial General"
"9625","JOURNAL OF DEMOCRACY","Sciences Scocial General"
"9626","British Journal of Politics & International Relations","Sciences Scocial General"
"9627","YOUTH & SOCIETY","Sciences Scocial General"
"9628","JOURNAL OF AMERICAN COLLEGE HEALTH","Sciences Scocial General"
"9629","JOURNAL OF SPECIAL EDUCATION","Sciences Scocial General"
"9630","AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY","Sciences Scocial General"
"9631","AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY","Sciences Scocial General"
"9632","Planning Theory","Sciences Scocial General"
"9633","PROFESSIONAL GEOGRAPHER","Sciences Scocial General"
"9634","Australian Occupational Therapy Journal","Sciences Scocial General"
"9635","ELECTORAL STUDIES","Sciences Scocial General"
"9636","QUALITATIVE HEALTH RESEARCH","Sciences Scocial General"
"9637","GAIA-Ecological Perspectives for Science and Society","Sciences Scocial General"
"9638","GAIA-Ecological Perspectives for Science and Society","Sciences Scocial General"
"9639","INFORMATION PROCESSING & MANAGEMENT","Sciences Scocial General"
"9640","INFORMATION PROCESSING & MANAGEMENT","Sciences Scocial General"
"9641","ECONOMIC DEVELOPMENT AND CULTURAL CHANGE","Sciences Scocial General"
"9642","Physical Education and Sport Pedagogy","Sciences Scocial General"
"9643","AMERICAN JOURNAL OF LAW & MEDICINE","Sciences Scocial General"
"9644","LANGUAGE LEARNING & TECHNOLOGY","Sciences Scocial General"
"9645","SOCIAL INDICATORS RESEARCH","Sciences Scocial General"
"9646","SOCIOLOGIA RURALIS","Sciences Scocial General"
"9647","Research in Social Stratification and Mobility","Sciences Scocial General"
"9648","COGNITIVE LINGUISTICS","Sciences Scocial General"
"9649","Environmental Education Research","Sciences Scocial General"
"9650","Advances in Life Course Research","Sciences Scocial General"
"9651","Journal of Environment & Development","Sciences Scocial General"
"9652","IOWA LAW REVIEW","Sciences Scocial General"
"9653","LANGUAGE & COMMUNICATION","Sciences Scocial General"
"9654","Journal of Empirical Legal Studies","Sciences Scocial General"
"9655","Israel Journal of Health Policy Research","Sciences Scocial General"
"9656","JOURNAL OF SOCIOLOGY","Sciences Scocial General"
"9657","Geographical Research","Sciences Scocial General"
"9658","AREA","Sciences Scocial General"
"9659","DUKE LAW JOURNAL","Sciences Scocial General"
"9660","SIGNS","Sciences Scocial General"
"9661","Disability and Health Journal","Sciences Scocial General"
"9662","Disability and Health Journal","Sciences Scocial General"
"9663","Environmental Policy and Governance","Sciences Scocial General"
"9664","LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS","Sciences Scocial General"
"9665","International Review for the Sociology of Sport","Sciences Scocial General"
"9666","AMERICAN HISTORICAL REVIEW","Sciences Scocial General"
"9667","International Journal of Bilingual Education and Bilingualism","Sciences Scocial General"
"9668","WOMEN & HEALTH","Sciences Scocial General"
"9669","INFORMATION SOCIETY","Sciences Scocial General"
"9670","Journal of Primary Prevention","Sciences Scocial General"
"9671","SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT","Sciences Scocial General"
"9672","TECHNICAL COMMUNICATION","Sciences Scocial General"
"9673","Vocations and Learning","Sciences Scocial General"
"9674","GENDER WORK AND ORGANIZATION","Sciences Scocial General"
"9675","URBAN GEOGRAPHY","Sciences Scocial General"
"9676","Games for Health Journal","Sciences Scocial General"
"9677","SCANDINAVIAN JOURNAL OF PUBLIC HEALTH","Sciences Scocial General"
"9678","SCANDINAVIAN JOURNAL OF PUBLIC HEALTH","Sciences Scocial General"
"9679","SCIENCE AS CULTURE","Sciences Scocial General"
"9680","BMC Medical Education","Sciences Scocial General"
"9681","BMC Medical Education","Sciences Scocial General"
"9682","ENVIRONMENTAL VALUES","Sciences Scocial General"
"9683","HOUSING STUDIES","Sciences Scocial General"
"9684","REVIEW OF INTERNATIONAL STUDIES","Sciences Scocial General"
"9685","JOURNAL OF FAMILY PLANNING AND REPRODUCTIVE HEALTH CARE","Sciences Scocial General"
"9686","JOURNAL OF FAMILY PLANNING AND REPRODUCTIVE HEALTH CARE","Sciences Scocial General"
"9687","READING AND WRITING","Sciences Scocial General"
"9688","European Journal of Criminology","Sciences Scocial General"
"9689","Neuroethics","Sciences Scocial General"
"9690","Neuroethics","Sciences Scocial General"
"9691","Families Systems & Health","Sciences Scocial General"
"9692","Families Systems & Health","Sciences Scocial General"
"9693","ECONOMICS OF EDUCATION REVIEW","Sciences Scocial General"
"9694","RESEARCH IN THE TEACHING OF ENGLISH","Sciences Scocial General"
"9695","Democratization","Sciences Scocial General"
"9696","Journal of Human Development and Capabilities","Sciences Scocial General"
"9697","JOURNAL OF MEDICINE AND PHILOSOPHY","Sciences Scocial General"
"9698","NATURAL RESOURCES FORUM","Sciences Scocial General"
"9699","NATURAL RESOURCES FORUM","Sciences Scocial General"
"9700","Stata Journal","Sciences Scocial General"
"9701","Stata Journal","Sciences Scocial General"
"9702","SOCIAL PROBLEMS","Sciences Scocial General"
"9703","Asia Pacific Journal of Tourism Research","Sciences Scocial General"
"9704","International Environmental Agreements-Politics Law and Economics","Sciences Scocial General"
"9705","NONPROFIT AND VOLUNTARY SECTOR QUARTERLY","Sciences Scocial General"
"9706","PORTAL-LIBRARIES AND THE ACADEMY","Sciences Scocial General"
"9707","International Studies Review","Sciences Scocial General"
"9708","Medical Anthropology","Sciences Scocial General"
"9709","REVISTA DE SAUDE PUBLICA","Sciences Scocial General"
"9710","REVISTA DE SAUDE PUBLICA","Sciences Scocial General"
"9711","JOURNAL OF RURAL HEALTH","Sciences Scocial General"
"9712","JOURNAL OF RURAL HEALTH","Sciences Scocial General"
"9713","JOURNAL OF COMMUNICATION DISORDERS","Sciences Scocial General"
"9714","JOURNAL OF COMMUNICATION DISORDERS","Sciences Scocial General"
"9715","Journalism","Sciences Scocial General"
"9716","PARTY POLITICS","Sciences Scocial General"
"9717","AMERICAN JOURNAL OF HEALTH BEHAVIOR","Sciences Scocial General"
"9718","CONFLICT MANAGEMENT AND PEACE SCIENCE","Sciences Scocial General"
"9719","SPORT EDUCATION AND SOCIETY","Sciences Scocial General"
"9720","SPORT EDUCATION AND SOCIETY","Sciences Scocial General"
"9721","Feminist Theory","Sciences Scocial General"
"9722","Comparative European Politics","Sciences Scocial General"
"9723","AMERICAN REVIEW OF PUBLIC ADMINISTRATION","Sciences Scocial General"
"9724","LINGUISTICS AND PHILOSOPHY","Sciences Scocial General"
"9725","Swiss Political Science Review","Sciences Scocial General"
"9726","JOURNAL OF BROADCASTING & ELECTRONIC MEDIA","Sciences Scocial General"
"9727","TIME & SOCIETY","Sciences Scocial General"
"9728","First Language","Sciences Scocial General"
"9729","ADDICTION RESEARCH & THEORY","Sciences Scocial General"
"9730","INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH","Sciences Scocial General"
"9731","INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH","Sciences Scocial General"
"9732","International Journal of Transitional Justice","Sciences Scocial General"
"9733","Men and Masculinities","Sciences Scocial General"
"9734","Qualitative Sociology","Sciences Scocial General"
"9735","PUBLIC RELATIONS REVIEW","Sciences Scocial General"
"9736","JOURNAL OF SOCIOLINGUISTICS","Sciences Scocial General"
"9737","International Journal of Educational Research","Sciences Scocial General"
"9738","International Review of Research in Open and Distance Learning","Sciences Scocial General"
"9739","South European Society and Politics","Sciences Scocial General"
"9740","CRIME & DELINQUENCY","Sciences Scocial General"
"9741","JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE","Sciences Scocial General"
"9742","EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE","Sciences Scocial General"
"9743","Language Policy","Sciences Scocial General"
"9744","NORTHWESTERN UNIVERSITY LAW REVIEW","Sciences Scocial General"
"9745","Tourism Geographies","Sciences Scocial General"
"9746","JOURNAL OF URBAN TECHNOLOGY","Sciences Scocial General"
"9747","International Public Management Journal","Sciences Scocial General"
"9748","Law & Policy","Sciences Scocial General"
"9749","Science and Public Policy","Sciences Scocial General"
"9750","Health Promotion Journal of Australia","Sciences Scocial General"
"9751","JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION","Sciences Scocial General"
"9752","International Gambling Studies","Sciences Scocial General"
"9753","LIBRARY & INFORMATION SCIENCE RESEARCH","Sciences Scocial General"
"9754","JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE","Sciences Scocial General"
"9755","JOURNAL OF PHONETICS","Sciences Scocial General"
"9756","BOSTON UNIVERSITY LAW REVIEW","Sciences Scocial General"
"9757","Chinese Sociological Review","Sciences Scocial General"
"9758","Learning Disabilities Research & Practice","Sciences Scocial General"
"9759","NEW LEFT REVIEW","Sciences Scocial General"
"9760","Review of Public Personnel Administration","Sciences Scocial General"
"9761","STUDIES IN HIGHER EDUCATION","Sciences Scocial General"
"9762","Demographic Research","Sciences Scocial General"
"9763","REPRODUCTIVE HEALTH MATTERS","Sciences Scocial General"
"9764","BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION","Sciences Scocial General"
"9765","LAW & SOCIETY REVIEW","Sciences Scocial General"
"9766","Maritime Policy & Management","Sciences Scocial General"
"9767","JOURNAL OF EDUCATIONAL RESEARCH","Sciences Scocial General"
"9768","SOCIOLOGY OF RELIGION","Sciences Scocial General"
"9769","Globalizations","Sciences Scocial General"
"9770","RESEARCH ON SOCIAL WORK PRACTICE","Sciences Scocial General"
"9771","JOURNAL OF GEOGRAPHY","Sciences Scocial General"
"9772","INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY","Sciences Scocial General"
"9773","POETICS","Sciences Scocial General"
"9774","Sexual & Reproductive Healthcare","Sciences Scocial General"
"9775","RESEARCH ON AGING","Sciences Scocial General"
"9776","GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS","Sciences Scocial General"
"9777","HIGHER EDUCATION","Sciences Scocial General"
"9778","Journal of Semantics","Sciences Scocial General"
"9779","Asia Pacific Viewpoint","Sciences Scocial General"
"9780","BIOLOGY & PHILOSOPHY","Sciences Scocial General"
"9781","BIOLOGY & PHILOSOPHY","Sciences Scocial General"
"9782","ECONOMY AND SOCIETY","Sciences Scocial General"
"9783","Journal of Bioethical Inquiry","Sciences Scocial General"
"9784","Journal of Bioethical Inquiry","Sciences Scocial General"
"9785","COMMUNICATION MONOGRAPHS","Sciences Scocial General"
"9786","Mind Culture and Activity","Sciences Scocial General"
"9787","POLICY AND POLITICS","Sciences Scocial General"
"9788","REVIEW OF HIGHER EDUCATION","Sciences Scocial General"
"9789","ENVIRONMENT AND PLANNING B-PLANNING & DESIGN","Sciences Scocial General"
"9790","AUSTRALIAN GEOGRAPHER","Sciences Scocial General"
"9791","Sport Management Review","Sciences Scocial General"
"9792","European Political Science Review","Sciences Scocial General"
"9793","JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS","Sciences Scocial General"
"9794","JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS","Sciences Scocial General"
"9795","MODERN LANGUAGE JOURNAL","Sciences Scocial General"
"9796","Chinese Journal of International Law","Sciences Scocial General"
"9797","Early Education and Development","Sciences Scocial General"
"9798","Energy Efficiency","Sciences Scocial General"
"9799","Energy Efficiency","Sciences Scocial General"
"9800","JOURNAL OF PUBLIC HEALTH DENTISTRY","Sciences Scocial General"
"9801","Mind Brain and Education","Sciences Scocial General"
"9802","Gender Place and Culture","Sciences Scocial General"
"9803","Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie","Sciences Scocial General"
"9804","Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie","Sciences Scocial General"
"9805","Geopolitics","Sciences Scocial General"
"9806","JOURNAL OF INTERNATIONAL ECONOMIC LAW","Sciences Scocial General"
"9807","CRITICAL SOCIAL POLICY","Sciences Scocial General"
"9808","INTERACTIVE LEARNING ENVIRONMENTS","Sciences Scocial General"
"9809","Journal of Geographical Systems","Sciences Scocial General"
"9810","ARCHAEOLOGY IN OCEANIA","Sciences Scocial General"
"9811","Economics of Energy & Environmental Policy","Sciences Scocial General"
"9812","Body & Society","Sciences Scocial General"
"9813","ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT","Sciences Scocial General"
"9814","Review of Policy Research","Sciences Scocial General"
"9815","THEORETICAL LINGUISTICS","Sciences Scocial General"
"9816","WILDERNESS & ENVIRONMENTAL MEDICINE","Sciences Scocial General"
"9817","EUROPEAN JOURNAL OF WOMENS STUDIES","Sciences Scocial General"
"9818","JOURNALISM & MASS COMMUNICATION QUARTERLY","Sciences Scocial General"
"9819","FEMINIST REVIEW","Sciences Scocial General"
"9820","Medical Law Review","Sciences Scocial General"
"9821","Medical Law Review","Sciences Scocial General"
"9822","POLITICAL STUDIES","Sciences Scocial General"
"9823","JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE","Sciences Scocial General"
"9824","POPULATION RESEARCH AND POLICY REVIEW","Sciences Scocial General"
"9825","Australian Journal of Primary Health","Sciences Scocial General"
"9826","Australian Journal of Primary Health","Sciences Scocial General"
"9827","JOURNAL OF SOCIAL POLICY","Sciences Scocial General"
"9828","ACTA SOCIOLOGICA","Sciences Scocial General"
"9829","Information Technology & People","Sciences Scocial General"
"9830","JOURNAL OF ACADEMIC LIBRARIANSHIP","Sciences Scocial General"
"9831","Emotion Space and Society","Sciences Scocial General"
"9832","Traffic Injury Prevention","Sciences Scocial General"
"9833","Traffic Injury Prevention","Sciences Scocial General"
"9834","JOURNAL OF CLASSIFICATION","Sciences Scocial General"
"9835","JOURNAL OF CLASSIFICATION","Sciences Scocial General"
"9836","Journal of Empirical Research on Human Research Ethics","Sciences Scocial General"
"9837","Journal of Empirical Research on Human Research Ethics","Sciences Scocial General"
"9838","COMMUNITY DEVELOPMENT JOURNAL","Sciences Scocial General"
"9839","SOCIAL WORK","Sciences Scocial General"
"9840","PAPERS IN REGIONAL SCIENCE","Sciences Scocial General"
"9841","Childrens Geographies","Sciences Scocial General"
"9842","ENGLISH FOR SPECIFIC PURPOSES","Sciences Scocial General"
"9843","JOURNAL OF THE AMERICAN PLANNING ASSOCIATION","Sciences Scocial General"
"9844","TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION","Sciences Scocial General"
"9845","POPULATION","Sciences Scocial General"
"9846","DISCOURSE & SOCIETY","Sciences Scocial General"
"9847","JOURNAL OF HIGHER EDUCATION","Sciences Scocial General"
"9848","SUBSTANCE USE & MISUSE","Sciences Scocial General"
"9849","SUBSTANCE USE & MISUSE","Sciences Scocial General"
"9850","Journal of European Integration","Sciences Scocial General"
"9851","KENNEDY INSTITUTE OF ETHICS JOURNAL","Sciences Scocial General"
"9852","Annual Review of Law and Social Science","Sciences Scocial General"
"9853","MEDIA CULTURE & SOCIETY","Sciences Scocial General"
"9854","OCCUPATIONAL MEDICINE-OXFORD","Sciences Scocial General"
"9855","PHILOSOPHY OF SCIENCE","Sciences Scocial General"
"9856","PHILOSOPHY OF SCIENCE","Sciences Scocial General"
"9857","ReCALL","Sciences Scocial General"
"9858","BRITISH EDUCATIONAL RESEARCH JOURNAL","Sciences Scocial General"
"9859","Journal of Science Education and Technology","Sciences Scocial General"
"9860","Journal of Science Education and Technology","Sciences Scocial General"
"9861","SOCIAL SERVICE REVIEW","Sciences Scocial General"
"9862","EDUCATIONAL ADMINISTRATION QUARTERLY","Sciences Scocial General"
"9863","JOURNAL OF PRAGMATICS","Sciences Scocial General"
"9864","POLITICAL RESEARCH QUARTERLY","Sciences Scocial General"
"9865","REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO","Sciences Scocial General"
"9866","JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS","Sciences Scocial General"
"9867","HEALTH","Sciences Scocial General"
"9868","INTERNATIONAL JOURNAL OF HEALTH PLANNING AND MANAGEMENT","Sciences Scocial General"
"9869","Utilities Policy","Sciences Scocial General"
"9870","Utilities Policy","Sciences Scocial General"
"9871","SALUD PUBLICA DE MEXICO","Sciences Scocial General"
"9872","COMPARATIVE POLITICS","Sciences Scocial General"
"9873","EDUCATIONAL TECHNOLOGY & SOCIETY","Sciences Scocial General"
"9874","International Journal of Science and Mathematics Education","Sciences Scocial General"
"9875","SOCIOLOGICAL REVIEW","Sciences Scocial General"
"9876","JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION","Sciences Scocial General"
"9877","Field Methods","Sciences Scocial General"
"9878","Canadian Review of Sociology-Revue Canadienne de Sociologie","Sciences Scocial General"
"9879","TOPICS IN LANGUAGE DISORDERS","Sciences Scocial General"
"9880","Voluntas","Sciences Scocial General"
"9881","Assessing Writing","Sciences Scocial General"
"9882","EUROPEAN JOURNAL OF COMMUNICATION","Sciences Scocial General"
"9883","Health Economics Policy and Law","Sciences Scocial General"
"9884","International Journal of Tourism Research","Sciences Scocial General"
"9885","INFORMATION TECHNOLOGY AND LIBRARIES","Sciences Scocial General"
"9886","INFORMATION TECHNOLOGY AND LIBRARIES","Sciences Scocial General"
"9887","Journal of Research on Educational Effectiveness","Sciences Scocial General"
"9888","Child Language Teaching & Therapy","Sciences Scocial General"
"9889","Geospatial Health","Sciences Scocial General"
"9890","Moravian Geographical Reports","Sciences Scocial General"
"9891","JOURNAL OF DRUG ISSUES","Sciences Scocial General"
"9892","SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY","Sciences Scocial General"
"9893","JOURNAL OF AIR TRANSPORT MANAGEMENT","Sciences Scocial General"
"9894","JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION","Sciences Scocial General"
"9895","Dementia-International Journal of Social Research and Practice","Sciences Scocial General"
"9896","JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS","Sciences Scocial General"
"9897","DISASTERS","Sciences Scocial General"
"9898","City & Community","Sciences Scocial General"
"9899","JOURNAL OF CURRICULUM STUDIES","Sciences Scocial General"
"9900","Assessment & Evaluation in Higher Education","Sciences Scocial General"
"9901","AMERICAN ANNALS OF THE DEAF","Sciences Scocial General"
"9902","ETHNIC AND RACIAL STUDIES","Sciences Scocial General"
"9903","Intercultural Pragmatics","Sciences Scocial General"
"9904","Current Legal Problems","Sciences Scocial General"
"9905","SOCIAL POLICY & ADMINISTRATION","Sciences Scocial General"
"9906","INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT","Sciences Scocial General"
"9907","MEDICAL ANTHROPOLOGY QUARTERLY","Sciences Scocial General"
"9908","Journal of Studies in International Education","Sciences Scocial General"
"9909","Du Bois Review-Social Science Research on Race","Sciences Scocial General"
"9910","International Journal of Qualitative Studies on Health and Well-Being","Sciences Scocial General"
"9911","Child & Family Social Work","Sciences Scocial General"
"9912","JOURNAL OF DOCUMENTATION","Sciences Scocial General"
"9913","SOUTHERN CALIFORNIA LAW REVIEW","Sciences Scocial General"
"9914","INDUSTRIAL HEALTH","Sciences Scocial General"
"9915","Leisure Studies","Sciences Scocial General"
"9916","EUROPEAN PLANNING STUDIES","Sciences Scocial General"
"9917","Evidence & Policy","Sciences Scocial General"
"9918","International Journal of Bilingualism","Sciences Scocial General"
"9919","JOURNAL OF BIOSOCIAL SCIENCE","Sciences Scocial General"
"9920","SECURITY STUDIES","Sciences Scocial General"
"9921","INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES","Sciences Scocial General"
"9922","LEARNED PUBLISHING","Sciences Scocial General"
"9923","COMPARATIVE EDUCATION","Sciences Scocial General"
