"";"JCR.Abbreviated.Title";"Full.Journal.Title";"Issn";"Subject.Category";"Discipline.Scientifique.OST";"Origine";"Abreviation"
"14334";"WIRES COMPUT MOL SCI";"WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE";"1759-0876";"Chemistry, Multidisciplinary";"Chimie";"SCIE";"DY"
"14335";"WIRES COMPUT MOL SCI";"WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE";"1759-0876";"Mathematical & Computational Biology";"Biologie Fondamentale";"SCIE";"MC"
"14336";"WIRES DATA MIN KNOWL";"WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY";"1942-4787";"Computer Science, Artificial Intelligence";"Sciences pour l'Ingénieur";"SCIE";"EP"
"14337";"WIRES DATA MIN KNOWL";"WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY";"1942-4787";"Computer Science, Theory & Methods";"Sciences pour l'Ingénieur";"SCIE";"EX"
"14338";"WIRES DEV BIOL";"WILEY INTERDISCIPLINARY REVIEWS-DEVELOPMENTAL BIOLOGY";"1759-7684";"Developmental Biology";"Biologie Fondamentale";"SCIE";"HY"
"14339";"WIRES ENERGY ENVIRON";"WILEY INTERDISCIPLINARY REVIEWS-ENERGY AND ENVIRONMENT";"2041-8396";"Energy & Fuels";"Sciences pour l'Ingénieur";"SCIE";"ID"
"14340";"WIRES NANOMED NANOBI";"WILEY INTERDISCIPLINARY REVIEWS-NANOMEDICINE AND NANOBIOTECHNOLOGY";"1939-5116";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"14341";"WIRES NANOMED NANOBI";"WILEY INTERDISCIPLINARY REVIEWS-NANOMEDICINE AND NANOBIOTECHNOLOGY";"1939-5116";"Nanoscience & Nanotechnology";"Multidisciplinaire";"SCIE";"NS"
"14342";"WIRES RNA";"WILEY INTERDISCIPLINARY REVIEWS-RNA";"1757-7004";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"14343";"WIRES SYST BIOL MED";"WILEY INTERDISCIPLINARY REVIEWS-SYSTEMS BIOLOGY AND MEDICINE";"1939-5094";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"14344";"WIRES WATER";"WILEY INTERDISCIPLINARY REVIEWS-WATER";"2049-1948";"Environmental Sciences";"Sciences de l'Univers";"SCIE";"JA"
"14345";"WIRES WATER";"WILEY INTERDISCIPLINARY REVIEWS-WATER";"2049-1948";"Water Resources";"Sciences de l'Univers";"SCIE";"ZR"
"14346";"WOCHENBL PAPIERFABR";"WOCHENBLATT FUR PAPIERFABRIKATION";"0043-7131";"Materials Science, Paper & Wood";"Chimie";"SCIE";"PJ"
"14347";"WOMEN BIRTH";"WOMEN AND BIRTH";"1871-5192";"Nursing";"Recherche Médicale";"SCIE";"RZ"
"14348";"WOMEN BIRTH";"WOMEN AND BIRTH";"1871-5192";"Obstetrics & Gynecology";"Recherche Médicale";"SCIE";"SD"
"14349";"WOOD FIBER SCI";"WOOD AND FIBER SCIENCE";"0735-6161";"Forestry";"Biologie Appliquée-Ecologie";"SCIE";"KA"
"14350";"WOOD FIBER SCI";"WOOD AND FIBER SCIENCE";"0735-6161";"Materials Science, Paper & Wood";"Chimie";"SCIE";"PJ"
"14351";"WOOD FIBER SCI";"WOOD AND FIBER SCIENCE";"0735-6161";"Materials Science, Textiles";"Chimie";"SCIE";"QJ"
"14352";"WOOD RES-SLOVAKIA";"WOOD RESEARCH";"1336-4561";"Materials Science, Paper & Wood";"Chimie";"SCIE";"PJ"
"14353";"WOOD SCI TECHNOL";"WOOD SCIENCE AND TECHNOLOGY";"0043-7719";"Forestry";"Biologie Appliquée-Ecologie";"SCIE";"KA"
"14354";"WOOD SCI TECHNOL";"WOOD SCIENCE AND TECHNOLOGY";"0043-7719";"Materials Science, Paper & Wood";"Chimie";"SCIE";"PJ"
"14355";"WORKPLACE HEALTH SAF";"WORKPLACE HEALTH & SAFETY";"2165-0799";"Nursing";"Recherche Médicale";"SCIE";"RZ"
"14356";"WORLD ALLERGY ORGAN";"WORLD ALLERGY ORGANIZATION JOURNAL";"1939-4551";"Allergy";"Recherche Médicale";"SCIE";"AQ"
"14357";"WORLD ALLERGY ORGAN";"WORLD ALLERGY ORGANIZATION JOURNAL";"1939-4551";"Immunology";"Recherche Médicale";"SCIE";"NI"
"14358";"WORLD J BIOL PSYCHIA";"WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY";"1562-2975";"Psychiatry";"Recherche Médicale";"SCIE";"VE"
"14359";"WORLD J CLIN CASES";"WORLD JOURNAL OF CLINICAL CASES";"2307-8960";"Medicine, General & Internal";"Recherche Médicale";"SCIE";"PY"
"14360";"WORLD J EMERG MED";"WORLD JOURNAL OF EMERGENCY MEDICINE";"****-****";"Emergency Medicine";"Recherche Médicale";"SCIE";"FF"
"14361";"WORLD J EMERG SURG";"WORLD JOURNAL OF EMERGENCY SURGERY";"1749-7922";"Emergency Medicine";"Recherche Médicale";"SCIE";"FF"
"14362";"WORLD J EMERG SURG";"WORLD JOURNAL OF EMERGENCY SURGERY";"1749-7922";"Surgery";"Recherche Médicale";"SCIE";"YA"
"14363";"WORLD J GASTRO ONCOL";"WORLD JOURNAL OF GASTROINTESTINAL ONCOLOGY";"1948-5204";"Gastroenterology & Hepatology";"Recherche Médicale";"SCIE";"KI"
"14364";"WORLD J GASTRO ONCOL";"WORLD JOURNAL OF GASTROINTESTINAL ONCOLOGY";"1948-5204";"Oncology";"Recherche Médicale";"SCIE";"DM"
"14365";"WORLD J GASTROENTERO";"WORLD JOURNAL OF GASTROENTEROLOGY";"1007-9327";"Gastroenterology & Hepatology";"Recherche Médicale";"SCIE";"KI"
"14366";"WORLD J MENS HEALTH";"WORLD JOURNAL OF MENS HEALTH";"2287-4208";"Andrology";"Recherche Médicale";"SCIE";"AZ"
"14367";"WORLD J MENS HEALTH";"WORLD JOURNAL OF MENS HEALTH";"2287-4208";"Urology & Nephrology";"Recherche Médicale";"SCIE";"ZA"
"14368";"WORLD J MICROB BIOT";"WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY";"0959-3993";"Biotechnology & Applied Microbiology";"Biologie Fondamentale";"SCIE";"DB"
"14369";"WORLD J PEDIATR";"WORLD JOURNAL OF PEDIATRICS";"1708-8569";"Pediatrics";"Recherche Médicale";"SCIE";"TQ"
"14370";"WORLD J STEM CELLS";"WORLD JOURNAL OF STEM CELLS";"1948-0210";"Cell & Tissue Engineering";"Biologie Fondamentale";"SCIE";"CT"
"14371";"WORLD J STEM CELLS";"WORLD JOURNAL OF STEM CELLS";"1948-0210";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"14372";"WORLD J SURG";"WORLD JOURNAL OF SURGERY";"0364-2313";"Surgery";"Recherche Médicale";"SCIE";"YA"
"14373";"WORLD J SURG ONCOL";"WORLD JOURNAL OF SURGICAL ONCOLOGY";"1477-7819";"Oncology";"Recherche Médicale";"SCIE";"DM"
"14374";"WORLD J SURG ONCOL";"WORLD JOURNAL OF SURGICAL ONCOLOGY";"1477-7819";"Surgery";"Recherche Médicale";"SCIE";"YA"
"14375";"WORLD J UROL";"WORLD JOURNAL OF UROLOGY";"0724-4983";"Urology & Nephrology";"Recherche Médicale";"SCIE";"ZA"
"14376";"WORLD MYCOTOXIN J";"WORLD MYCOTOXIN JOURNAL";"1875-0710";"Food Science & Technology";"Biologie Appliquée-Ecologie";"SCIE";"JY"
"14377";"WORLD MYCOTOXIN J";"WORLD MYCOTOXIN JOURNAL";"1875-0710";"Mycology";"Biologie Appliquée-Ecologie";"SCIE";"RQ"
"14378";"WORLD MYCOTOXIN J";"WORLD MYCOTOXIN JOURNAL";"1875-0710";"Toxicology";"Recherche Médicale";"SCIE";"YO"
"14379";"WORLD NEUROSURG";"WORLD NEUROSURGERY";"1878-8750";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"14380";"WORLD NEUROSURG";"WORLD NEUROSURGERY";"1878-8750";"Surgery";"Recherche Médicale";"SCIE";"YA"
"14381";"WORLD POULTRY SCI J";"WORLDS POULTRY SCIENCE JOURNAL";"0043-9339";"Agriculture, Dairy & Animal Science";"Biologie Appliquée-Ecologie";"SCIE";"AD"
"14382";"WORLD PSYCHIATRY";"WORLD PSYCHIATRY";"1723-8617";"Psychiatry";"Recherche Médicale";"SCIE";"VE"
"14383";"WORLD RABBIT SCI";"WORLD RABBIT SCIENCE";"1257-5011";"Agriculture, Dairy & Animal Science";"Biologie Appliquée-Ecologie";"SCIE";"AD"
"14384";"WORLD REV NUTR DIET";"WORLD REVIEW OF NUTRITION AND DIETETICS";"0084-2230";"Nutrition & Dietetics";"Biologie Fondamentale";"SCIE";"SA"
"14385";"WORLD WIDE WEB";"WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS";"1386-145X";"Computer Science, Information Systems";"Sciences pour l'Ingénieur";"SCIE";"ET"
"14386";"WORLD WIDE WEB";"WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS";"1386-145X";"Computer Science, Software Engineering";"Sciences pour l'Ingénieur";"SCIE";"EW"
"14387";"WORLDV EVID-BASED NU";"WORLDVIEWS ON EVIDENCE-BASED NURSING";"1545-102X";"Nursing";"Recherche Médicale";"SCIE";"RZ"
"14388";"WOUND REPAIR REGEN";"WOUND REPAIR AND REGENERATION";"1067-1927";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"14389";"WOUND REPAIR REGEN";"WOUND REPAIR AND REGENERATION";"1067-1927";"Dermatology";"Recherche Médicale";"SCIE";"GA"
"14390";"WOUND REPAIR REGEN";"WOUND REPAIR AND REGENERATION";"1067-1927";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"14391";"WOUND REPAIR REGEN";"WOUND REPAIR AND REGENERATION";"1067-1927";"Surgery";"Recherche Médicale";"SCIE";"YA"
"14392";"WOUNDS";"WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE";"1044-7946";"Dermatology";"Recherche Médicale";"SCIE";"GA"
"14393";"WOUNDS";"WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE";"1044-7946";"Surgery";"Recherche Médicale";"SCIE";"YA"
"14394";"WULFENIA";"WULFENIA";"1561-882X";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"14395";"X-RAY SPECTROM";"X-RAY SPECTROMETRY";"0049-8246";"Spectroscopy";"Physique";"SCIE";"XQ"
"14396";"XENOBIOTICA";"XENOBIOTICA";"0049-8254";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"14397";"XENOBIOTICA";"XENOBIOTICA";"0049-8254";"Toxicology";"Recherche Médicale";"SCIE";"YO"
"14398";"XENOTRANSPLANTATION";"XENOTRANSPLANTATION";"0908-665X";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"14399";"XENOTRANSPLANTATION";"XENOTRANSPLANTATION";"0908-665X";"Transplantation";"Recherche Médicale";"SCIE";"YP"
"14400";"YAKUGAKU ZASSHI";"YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN";"0031-6903";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"14401";"YEAST";"YEAST";"0749-503X";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"14402";"YEAST";"YEAST";"0749-503X";"Biotechnology & Applied Microbiology";"Biologie Fondamentale";"SCIE";"DB"
"14403";"YEAST";"YEAST";"0749-503X";"Microbiology";"Biologie Fondamentale";"SCIE";"QU"
"14404";"YEAST";"YEAST";"0749-503X";"Mycology";"Biologie Appliquée-Ecologie";"SCIE";"RQ"
"14405";"YONAGO ACTA MED";"YONAGO ACTA MEDICA";"0513-5710";"Medicine, Research & Experimental";"Recherche Médicale";"SCIE";"QA"
"14406";"YONSEI MED J";"YONSEI MEDICAL JOURNAL";"0513-5796";"Medicine, General & Internal";"Recherche Médicale";"SCIE";"PY"
"14407";"Z ANAL ANWEND";"ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN";"0232-2064";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"14408";"Z ANAL ANWEND";"ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN";"0232-2064";"Mathematics";"Mathématiques";"SCIE";"PQ"
"14409";"Z ANGEW MATH PHYS";"ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK";"0044-2275";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"14410";"Z ANORG ALLG CHEM";"ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE";"0044-2313";"Chemistry, Inorganic & Nuclear";"Chimie";"SCIE";"EC"
"14411";"Z ARZNEI- GEWURZPFLA";"ZEITSCHRIFT FUR ARZNEI- & GEWURZPFLANZEN";"1431-9292";"Plant Sciences";"Biologie Appliquée-Ecologie";"SCIE";"DE"
"14412";"Z DTSCH GES GEOWISS";"ZEITSCHRIFT DER DEUTSCHEN GESELLSCHAFT FUR GEOWISSENSCHAFTEN";"1860-1804";"Geosciences, Multidisciplinary";"Sciences de l'Univers";"SCIE";"LE"
"14413";"Z GASTROENTEROL";"ZEITSCHRIFT FUR GASTROENTEROLOGIE";"0044-2771";"Gastroenterology & Hepatology";"Recherche Médicale";"SCIE";"KI"
"14414";"Z GEBURTSH NEONATOL";"ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE";"0948-2393";"Obstetrics & Gynecology";"Recherche Médicale";"SCIE";"SD"
"14415";"Z GEBURTSH NEONATOL";"ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE";"0948-2393";"Pediatrics";"Recherche Médicale";"SCIE";"TQ"
"14416";"Z GEOMORPHOL";"ZEITSCHRIFT FUR GEOMORPHOLOGIE";"0372-8854";"Geography, Physical";"Sciences de l'Univers";"SCIE";"KV"
"14417";"Z GEOMORPHOL";"ZEITSCHRIFT FUR GEOMORPHOLOGIE";"0372-8854";"Geosciences, Multidisciplinary";"Sciences de l'Univers";"SCIE";"LE"
"14418";"Z GERONTOL GERIATR";"ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE";"0948-6704";"Geriatrics & Gerontology";"Recherche Médicale";"SCIE";"LI"
"14419";"Z KRIST-CRYST MATER";"ZEITSCHRIFT FUR KRISTALLOGRAPHIE-CRYSTALLINE MATERIALS";"2194-4946";"Crystallography";"Chimie";"SCIE";"FI"
"14420";"Z KRIST-NEW CRYST ST";"ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES";"1433-7266";"Crystallography";"Chimie";"SCIE";"FI"
"14421";"Z MED PHYS";"ZEITSCHRIFT FUR MEDIZINISCHE PHYSIK";"0939-3889";"Radiology, Nuclear Medicine & Medical Imaging";"Recherche Médicale";"SCIE";"VY"
"14422";"Z NATURFORSCH A";"ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES";"0932-0784";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"14423";"Z NATURFORSCH A";"ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES";"0932-0784";"Physics, Multidisciplinary";"Physique";"SCIE";"UI"
"14424";"Z NATURFORSCH B";"ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES";"0932-0776";"Chemistry, Inorganic & Nuclear";"Chimie";"SCIE";"EC"
"14425";"Z NATURFORSCH B";"ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES";"0932-0776";"Chemistry, Organic";"Chimie";"SCIE";"EE"
"14426";"Z NATURFORSCH C";"ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES";"0939-5075";"Biochemistry & Molecular Biology";"Biologie Fondamentale";"SCIE";"CQ"
"14427";"Z NATURFORSCH C";"ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES";"0939-5075";"Pharmacology & Pharmacy";"Recherche Médicale";"SCIE";"TU"
"14428";"Z NEUROPSYCHOL";"ZEITSCHRIFT FUR NEUROPSYCHOLOGIE";"1016-264X";"Clinical Neurology";"Recherche Médicale";"SCIE";"RT"
"14429";"Z NEUROPSYCHOL";"ZEITSCHRIFT FUR NEUROPSYCHOLOGIE";"1016-264X";"Psychology";"Biologie Fondamentale";"SCIE";"VI"
"14430";"Z ORTHOP UNFALLCHIR";"ZEITSCHRIFT FUR ORTHOPADIE UND UNFALLCHIRURGIE";"1864-6697";"Orthopedics";"Recherche Médicale";"SCIE";"TC"
"14431";"Z PHYS CHEM";"ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS";"0942-9352";"Chemistry, Physical";"Chimie";"SCIE";"EI"
"14432";"Z PSYCHOSOM MED PSYC";"ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE";"1438-3608";"Psychiatry";"Recherche Médicale";"SCIE";"VE"
"14433";"Z PSYCHOSOM MED PSYC";"ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE";"1438-3608";"Psychology";"Biologie Fondamentale";"SCIE";"VI"
"14434";"Z RHEUMATOL";"ZEITSCHRIFT FUR RHEUMATOLOGIE";"0340-1855";"Rheumatology";"Recherche Médicale";"SCIE";"WH"
"14435";"ZAMM-Z ANGEW MATH ME";"ZAMM-ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND MECHANIK";"0044-2267";"Mathematics, Applied";"Mathématiques";"SCIE";"PN"
"14436";"ZAMM-Z ANGEW MATH ME";"ZAMM-ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND MECHANIK";"0044-2267";"Mechanics";"Sciences pour l'Ingénieur";"SCIE";"PU"
"14437";"ZBL CHIR";"ZENTRALBLATT FUR CHIRURGIE";"0044-409X";"Surgery";"Recherche Médicale";"SCIE";"YA"
"14438";"ZEBRAFISH";"ZEBRAFISH";"1545-8547";"Developmental Biology";"Biologie Fondamentale";"SCIE";"HY"
"14439";"ZEBRAFISH";"ZEBRAFISH";"1545-8547";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14440";"ZEMDIRBYSTE";"ZEMDIRBYSTE-AGRICULTURE";"1392-3196";"Agriculture, Multidisciplinary";"Biologie Appliquée-Ecologie";"SCIE";"AH"
"14441";"ZH OBSHCH BIOL";"ZHURNAL OBSHCHEI BIOLOGII";"0044-4596";"Biology";"Biologie Appliquée-Ecologie";"SCIE";"CU"
"14442";"ZH VYSSH NERV DEYAT+";"ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA";"0044-4677";"Neurosciences";"Biologie Fondamentale";"SCIE";"RU"
"14443";"ZH VYSSH NERV DEYAT+";"ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA";"0044-4677";"Physiology";"Biologie Fondamentale";"SCIE";"UM"
"14444";"ZKG INT";"ZKG INTERNATIONAL";"2366-1313";"Construction & Building Technology";"Sciences pour l'Ingénieur";"SCIE";"FA"
"14445";"ZKG INT";"ZKG INTERNATIONAL";"2366-1313";"Materials Science, Multidisciplinary";"Chimie";"SCIE";"PM"
"14446";"ZOO BIOL";"ZOO BIOLOGY";"0733-3188";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"14447";"ZOO BIOL";"ZOO BIOLOGY";"0733-3188";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14448";"ZOOKEYS";"ZOOKEYS";"1313-2989";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14449";"ZOOL ANZ";"ZOOLOGISCHER ANZEIGER";"0044-5231";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14450";"ZOOL J LINN SOC-LOND";"ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY";"0024-4082";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14451";"ZOOL LETT";"ZOOLOGICAL LETTERS";"2056-306X";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14452";"ZOOL MIDDLE EAST";"ZOOLOGY IN THE MIDDLE EAST";"0939-7140";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14453";"ZOOL RES";"ZOOLOGICAL RESEARCH";"2095-8137";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14454";"ZOOL SCI";"ZOOLOGICAL SCIENCE";"0289-0003";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14455";"ZOOL SCR";"ZOOLOGICA SCRIPTA";"0300-3256";"Evolutionary Biology";"Biologie Appliquée-Ecologie";"SCIE";"HT"
"14456";"ZOOL SCR";"ZOOLOGICA SCRIPTA";"0300-3256";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14457";"ZOOL STUD";"ZOOLOGICAL STUDIES";"1021-5506";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14458";"ZOOL ZH";"ZOOLOGICHESKY ZHURNAL";"0044-5134";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14459";"ZOOLOGIA-CURITIBA";"ZOOLOGIA";"1984-4689";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14460";"ZOOLOGY";"ZOOLOGY";"0944-2006";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14461";"ZOOMORPHOLOGY";"ZOOMORPHOLOGY";"0720-213X";"Anatomy & Morphology";"Biologie Fondamentale";"SCIE";"AY"
"14462";"ZOOMORPHOLOGY";"ZOOMORPHOLOGY";"0720-213X";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14463";"ZOONOSES PUBLIC HLTH";"ZOONOSES AND PUBLIC HEALTH";"1863-1959";"Infectious Diseases";"Recherche Médicale";"SCIE";"NN"
"14464";"ZOONOSES PUBLIC HLTH";"ZOONOSES AND PUBLIC HEALTH";"1863-1959";"Veterinary Sciences";"Recherche Médicale";"SCIE";"ZC"
"14465";"ZOOSYST EVOL";"ZOOSYSTEMATICS AND EVOLUTION";"1860-0743";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14466";"ZOOSYSTEMA";"ZOOSYSTEMA";"1280-9551";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14467";"ZOOTAXA";"ZOOTAXA";"1175-5326";"Zoology";"Biologie Appliquée-Ecologie";"SCIE";"ZM"
"14468";"ZUCHTUNGSKUNDE";"ZUCHTUNGSKUNDE";"0044-5401";"Agriculture, Dairy & Animal Science";"Biologie Appliquée-Ecologie";"SCIE";"AD"
"14469";"ZYGOTE";"ZYGOTE";"0967-1994";"Cell Biology";"Biologie Fondamentale";"SCIE";"DR"
"14470";"ZYGOTE";"ZYGOTE";"0967-1994";"Developmental Biology";"Biologie Fondamentale";"SCIE";"HY"
"14471";"ZYGOTE";"ZYGOTE";"0967-1994";"Reproductive Biology";"Biologie Fondamentale";"SCIE";"WF"
"14472";"ABACUS";"ABACUS-A JOURNAL OF ACCOUNTING FINANCE AND BUSINESS STUDIES";"0001-3072";"Business, Finance";"Gestion-Finance";"SSCI";"DK"
"14473";"ACAD MANAG ANN";"ACADEMY OF MANAGEMENT ANNALS";"1941-6520";"Business";"Gestion-Finance";"SSCI";"DI"
"14474";"ACAD MANAG ANN";"ACADEMY OF MANAGEMENT ANNALS";"1941-6520";"Management";"Gestion-Finance";"SSCI";"PC"
"14475";"ACAD MANAG LEARN EDU";"ACADEMY OF MANAGEMENT LEARNING & EDUCATION";"1537-260X";"Education & Educational Research";"Sciences de l’Education";"SSCI";"HA"
"14476";"ACAD MANAG LEARN EDU";"ACADEMY OF MANAGEMENT LEARNING & EDUCATION";"1537-260X";"Management";"Gestion-Finance";"SSCI";"PC"
"14477";"ACAD MANAGE J";"ACADEMY OF MANAGEMENT JOURNAL";"0001-4273";"Business";"Gestion-Finance";"SSCI";"DI"
"14478";"ACAD MANAGE J";"ACADEMY OF MANAGEMENT JOURNAL";"0001-4273";"Management";"Gestion-Finance";"SSCI";"PC"
"14479";"ACAD MANAGE PERSPECT";"ACADEMY OF MANAGEMENT PERSPECTIVES";"1558-9080";"Business";"Gestion-Finance";"SSCI";"DI"
"14480";"ACAD MANAGE PERSPECT";"ACADEMY OF MANAGEMENT PERSPECTIVES";"1558-9080";"Management";"Gestion-Finance";"SSCI";"PC"
"14481";"ACAD MANAGE REV";"ACADEMY OF MANAGEMENT REVIEW";"0363-7425";"Business";"Gestion-Finance";"SSCI";"DI"
"14482";"ACAD MANAGE REV";"ACADEMY OF MANAGEMENT REVIEW";"0363-7425";"Management";"Gestion-Finance";"SSCI";"PC"
"14483";"ACAD PSYCHIATR";"ACADEMIC PSYCHIATRY";"1042-9670";"Education & Educational Research";"Sciences de l’Education";"SSCI";"HA"
"14484";"ACAD PSYCHIATR";"ACADEMIC PSYCHIATRY";"1042-9670";"Psychiatry";"Psychologie";"SSCI";"VE"
"14485";"ACAD-REV LATINOAM AD";"ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION";"1012-8255";"Business";"Gestion-Finance";"SSCI";"DI"
"14486";"ACAD-REV LATINOAM AD";"ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION";"1012-8255";"Management";"Gestion-Finance";"SSCI";"PC"
"14487";"ACCIDENT ANAL PREV";"ACCIDENT ANALYSIS AND PREVENTION";"0001-4575";"Ergonomics";"Santé Publique";"SSCI";"JI"
"14488";"ACCIDENT ANAL PREV";"ACCIDENT ANALYSIS AND PREVENTION";"0001-4575";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14489";"ACCIDENT ANAL PREV";"ACCIDENT ANALYSIS AND PREVENTION";"0001-4575";"Social Sciences, Interdisciplinary";"Sociologie et Autres Sciences Sociales";"SSCI";"WU"
"14490";"ACCIDENT ANAL PREV";"ACCIDENT ANALYSIS AND PREVENTION";"0001-4575";"Transportation";"Politiques Publiques";"SSCI";"YQ"
"14491";"ACCOUNT AUDIT ACCOUN";"ACCOUNTING AUDITING & ACCOUNTABILITY JOURNAL";"0951-3574";"Business, Finance";"Gestion-Finance";"SSCI";"DK"
"14492";"ACCOUNT BUS RES";"ACCOUNTING AND BUSINESS RESEARCH";"0001-4788";"Business, Finance";"Gestion-Finance";"SSCI";"DK"
"14493";"ACCOUNT FINANC";"ACCOUNTING AND FINANCE";"0810-5391";"Business, Finance";"Gestion-Finance";"SSCI";"DK"
"14494";"ACCOUNT FORUM";"ACCOUNTING FORUM";"0155-9982";"Business, Finance";"Gestion-Finance";"SSCI";"DK"
"14495";"ACCOUNT HORIZ";"ACCOUNTING HORIZONS";"0888-7993";"Business, Finance";"Gestion-Finance";"SSCI";"DK"
"14496";"ACCOUNT ORG SOC";"ACCOUNTING ORGANIZATIONS AND SOCIETY";"0361-3682";"Business, Finance";"Gestion-Finance";"SSCI";"DK"
"14497";"ACCOUNT REV";"ACCOUNTING REVIEW";"0001-4826";"Business, Finance";"Gestion-Finance";"SSCI";"DK"
"14498";"ACROSS LANG CULT";"ACROSS LANGUAGES AND CULTURES";"1585-1923";"Linguistics";"Autres Sciences Humaines";"SSCI";"OT"
