halId_s;version_i;uri_s;docType_s;doiId_s;nntId_s;title_s;subTitle_s;authFullName_s;producedDate_s;domain_s;journalTitle_s;journalPublisher_s;volume_s;number_s;page_s;en_keyword_s;keyword_s;fr_keyword_s;conferenceTitle_s;conferenceStartDate_s;country_s;language_s;inPress_bool
hal-01655845;1;https://hal.archives-ouvertes.fr/hal-01655845;ART;10.1016/j.commatsci.2017.11.015;;Stochastic geometrical modeling of solid oxide cells electrodes validated on 3D reconstructions;;Hamza Moussaoui,Jérôme Laurencin,Yann Gavet,Gérard Delette,Maxime Hubert,Peter Cloetens,Tristan Le Bihan,Johan Debayle;15/02/2018;0.spi,1.spi.gproc,0.info,1.info.info-cv,0.info,1.info.info-ts,0.info,1.info.info-mo;Computational Materials Science;Elsevier;143;;262-276;Truncated plurigaussian random fields,Electrode design,X-ray tomography,Solid oxide cell,3D microstructure model;Truncated plurigaussian random fields,Electrode design,X-ray tomography,Solid oxide cell,3D microstructure model;;;;;en;false
lirmm-01707254;1;https://hal-lirmm.ccsd.cnrs.fr/lirmm-01707254;ART;10.1088/1361-6560/aa9ea6;;Interval-based reconstruction for uncertainty quantification in PET;;Florentin Kucharczak,Kevin Loquin,Irène Buvat,Olivier Strauss,Denis Mariano-Goulart;2018-01;0.info,1.info.info-im;Physics in Medicine and Biology;IOP Publishing;63;;;Uncertainty quanti cation,Statistical estimation,Image reconstruction,Non-additive modeling,Emission tomography,System matrix;Uncertainty quanti cation,Statistical estimation,Image reconstruction,Non-additive modeling,Emission tomography,System matrix;;;;;en;false
hal-01926935;1;https://hal.inria.fr/hal-01926935;ART;10.1016/j.media.2018.08.004;;Algorithms for left atrial wall segmentation and thickness – Evaluation on an open-source CT and MRI image database;;Rashed Karim,Lauren-Emma Blake,Jiro Inoue,Qian Tao,Shuman Jia,R. James Housden,Pranav Bhagirath,Jean-Luc Duval,Marta Varela,Jonathan Behar,Loïc Cadour,Rob van der Geest,Hubert Cochet,Maria Drangova,Maxime Sermesant,Reza Razavi,Oleg Aslanidi,Ronak Rajani,Kawal Rhode;2018-12;0.info,1.info.info-mo,0.info,1.info.info-ai,0.info,1.info.info-im;Medical Image Analysis;Elsevier;50;;36 - 53;Left atrial wall thickness,Left atrium,Myocardium,Atrial fibrillation;Left atrial wall thickness,Left atrium,Myocardium,Atrial fibrillation;;;;;en;false
hal-02142585;1;https://hal.archives-ouvertes.fr/hal-02142585;ART;10.1055/s-0038-1660446;;Arthroscopic Dorsal Capsuloplasty in Scapholunate Tears EWAS 3: Preliminary Results after a Minimum Follow-up of 1 Year;;Benjamin Degeorge,Rémy Coulomb,Pascal Kouyoumdjian,Olivier Mares;30/08/2018;0.sdv,1.sdv.mhep,0.spi,1.spi.meca,2.spi.meca.biom;Journal of Wrist Surgery;Thieme;7;;324-330;Scapholunate ligament,Dorsal capsuloplasty,Dorsal,Capsulodesis,Wrist arthroscopy;Scapholunate ligament,Dorsal capsuloplasty,Dorsal,Capsulodesis,Wrist arthroscopy;;;;;en;false
hal-02872784;1;https://hal.univ-angers.fr/hal-02872784;ART;10.1016/j.marmicro.2017.10.002;;Innovative TEM-coupled approaches to study foraminiferal cells;;Hidetaka Nomaki,Charlotte Lekieffre,Stéphane Escrig,Anders Meibom,Shinsuke Yagyu,Elizabeth Richardson,Takuya Matsuzaki,Masafumi Murayama,Emmanuelle Geslin,Joan Bernhard;2018;0.sdu;Marine Micropaleontology;;138;;90-104;Correlative microscopy,Isotope mapping,Micro-X-ray CT,Microhabitat,NanoSIMS,Ultrastructure;Correlative microscopy,Isotope mapping,Micro-X-ray CT,Microhabitat,NanoSIMS,Ultrastructure;;;;;en;false
hal-01953165;1;https://hal.archives-ouvertes.fr/hal-01953165;ART;10.1016/j.actamat.2018.08.031;;Radiation-induced bcc-fcc phase transformation in a Fe-3%Ni alloy;;L.T. Belkacemi,E. Meslin,B. Decamps,B. Radiguet,J. Henry;2018;0.phys,1.phys.phys,2.phys.phys.phys-gen-ph;Acta Mater.;;161;;61-72;;;;;;;en;false
hal-01994211;1;https://hal.univ-grenoble-alpes.fr/hal-01994211;ART;10.1016/j.nima.2018.02.039;;Fluid-flow measurements in low permeability media with high pressure gradients using neutron imaging: Application to concrete;;Mohamad Yehya,Edward Ando,Frédéric Dufour,Alessandro Tengattini;2018;0.spi,1.spi.meca,2.spi.meca.mefl,0.phys,1.phys.phys,2.phys.phys.phys-ins-det,0.spi,1.spi.mat;Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment;Elsevier;890;;35-42;Heavy water,Porous media,Fluid flow,Normal water,Neutron imaging;Heavy water,Porous media,Fluid flow,Normal water,Neutron imaging;;;;;en;false
hal-01665568;1;https://hal.archives-ouvertes.fr/hal-01665568;ART;10.1016/j.jmps.2017.10.003;;All you need is shape: Predicting shear banding in sand with LS-DEM;;Reid Kawamoto,Edward Andò,Gioacchino Viggiani,José E. Andrade;2018-02;0.phys,1.phys.meca,2.phys.meca.solid,0.phys,1.phys.meca,2.phys.meca.mema,0.phys,1.phys.cond,2.phys.cond.cm-ms,0.phys,1.phys.cond,2.phys.cond.cm-sm,0.spi,1.spi.mat;Journal of the Mechanics and Physics of Solids;Elsevier;111;;375 - 392;;;;;;;en;false
hal-01876929;1;https://hal.archives-ouvertes.fr/hal-01876929;ART;10.1016/j.cemconres.2018.06.010;;Analysis of moisture migration in concrete at high temperature through in-situ neutron tomography;;D. Dauti,A. Tengattini,Stefano Dal Pont,N. Toropovs,M. Briffaut,B. Weber;2018;0.spi,1.spi.gciv;Cement and Concrete Research;Elsevier;111;;41-55;;;;;;;en;false
hal-01780753;1;https://hal-amu.archives-ouvertes.fr/hal-01780753;ART;10.1016/j.sbi.2018.01.007;;Towards a complete structural deciphering of Type VI secretion system;;van Son Nguyen,Badreddine Douzi,Eric Durand,Alain Roussel,Eric Cascales,Christian Cambillau;01/04/2018;0.sdv,0.sdv,1.sdv.bbm,2.sdv.bbm.bc,0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.bbm,2.sdv.bbm.bs,0.sdv,1.sdv.bbm,2.sdv.bbm.bp,0.sdv,1.sdv.bbm,2.sdv.bbm.mn,0.sdv,1.sdv.mp,2.sdv.mp.bac;Current Opinion in Structural Biology;Elsevier;49;;77 - 84;Bacterial Proteins/chemistry/ultrastructure,Cryoelectron Microscopy,Gram-Negative Bacteria/chemistry/ultrastructure,Type VI Secretion Systems/chemistry/ultrastructure,Crystallography X-Ray;Bacterial Proteins/chemistry/ultrastructure,Cryoelectron Microscopy,Gram-Negative Bacteria/chemistry/ultrastructure,Type VI Secretion Systems/chemistry/ultrastructure,Crystallography X-Ray,Models Molecular,Protein Conformation;Models Molecular,Protein Conformation;;;;en;false
hal-02130370;1;https://hal-enpc.archives-ouvertes.fr/hal-02130370;ART;10.1016/j.clay.2018.07.043;;Analysis of the structural changes of a pellet/powder bentonite mixture upon wetting by X-ray computed microtomography;;Agustín Molinero Guerra,Patrick Aimedieu,Michel Bornert,Yu-Jun Cui,Anh Minh Tang,Zhao Sun,Nadia Mokni,Pierre Delage,Frédéric Bernier;01/12/2018;0.spi,1.spi.gciv,2.spi.gciv.geotech,0.spi,1.spi.gciv,2.spi.gciv.gcn,0.spi,1.spi.meca,2.spi.meca.mema;Applied Clay Science;Elsevier;165;;164-169;Pellet/powder bentonite mixture,X-ray computed microtomography,Initial heterogeneity,Digital volume correlation,Water saturation,Homogenizatio;Pellet/powder bentonite mixture,X-ray computed microtomography,Initial heterogeneity,Digital volume correlation,Water saturation,Homogenizatio;;;;;en;false
hal-01817172;1;https://hal.archives-ouvertes.fr/hal-01817172;ART;;;Variational methods for tomographic reconstruction with few views;;Maïtine Bergounioux,Isabelle Abraham,Romain Abraham,Guillaume Carlier,Erwan Le Pennec,Emmanuel Trélat;2018;0.math,1.math.math-oc;Milan Journal of Mathematics;Springer Verlag;86;;157--200;Optimal,Needlets,Spaces,Fractional order Hilbert,Radon operator,Tomographic reconstruction,Variational method,Transport,Inverse problem;Optimal,Needlets,Spaces,Fractional order Hilbert,Radon operator,Tomographic reconstruction,Variational method,Transport,Inverse problem;;;;;en;false
hal-01804566;1;https://hal-mines-paristech.archives-ouvertes.fr/hal-01804566;ART;10.1038/s41598-018-25703-2;;Design\, characterization and in-vivo performance of synthetic 2?mm-diameter vessel grafts made of PVA-gelatin blends;;Michael Atlan,Teresa Simon-Yarza,J.M. Ino,V. Hunsinger,Laurent Corté,Phalla Ou,Rachida Aid-Launais,Marc Chaouat,Didier Letourneur;2018;0.sdv,1.sdv.ib,2.sdv.ib.bio,0.chim,1.chim.poly;Scientific Reports;Nature Publishing Group;8;;7417;;;;;;;en;false
hal-01954494;1;https://hal.sorbonne-universite.fr/hal-01954494;ART;10.1016/j.crhy.2018.07.002;;Applications of synchrotron X-ray nano-probes in the field of cultural heritage,Application des nano-faisceaux de rayons X synchrotron dans le domaine du patrimoine;;Marine Cotte,Anaïs Genty-Vincent,Koen Janssens,Jean Susini;2018-11;0.chim,1.chim.radio,0.chim,1.chim.mate;Comptes Rendus Physique;Centre Mersenne;19;;575-588;Nano-probe,Cultural heritage,X-ray fluorescence,X-ray diffraction,X-ray absorption spectroscopy;Nano-probe,Cultural heritage,X-ray fluorescence,X-ray diffraction,X-ray absorption spectroscopy,Synchrotron,Nano-sonde,Patrimoine,Fluorescence des rayons X,Diffraction des rayons X,Spectroscopie d'absorption des rayons X;Synchrotron,Nano-sonde,Patrimoine,Fluorescence des rayons X,Diffraction des rayons X,Spectroscopie d'absorption des rayons X;;;;en;false
hal-02934738;1;https://hal.archives-ouvertes.fr/hal-02934738;ART;10.1029/2018TC005036;;Mantle Flow and Deforming Continents: From India?Asia Convergence to Pacific Subduction;;Laurent Jolivet,Claudio Faccenna,Thorsten Becker,Magdala Tesauro,Pietro Sternai,Pierre Bouilhol;26/09/2018;0.sdu,1.sdu.stu;Tectonics;American Geophysical Union (AGU);37;;2887-2914;;;;;;;en;false
hal-02317518;1;https://hal.archives-ouvertes.fr/hal-02317518;ART;10.1016/j.ndteint.2018.07.001;;Visualization of subsurface damage in woven carbon fiber-reinforced composites using polarization-sensitive terahertz imaging;;Junliang Dong,Pascal PomarÈde,Lynda Chehami,Alexandre Locquet,Fodil Meraghni,Nico F. Declercq,D.S. Citrin;2018;0.spi,1.spi.meca,2.spi.meca.mema,0.spi,1.spi.meca,2.spi.meca.solid;NDT & E International;Elsevier;99;;72-79;;Terahertz polarization,Deconvolution,Terahertz,Subsurface damage,Carbon fiber-reinforced composites,Terahertz imaging;Terahertz polarization,Deconvolution,Terahertz,Subsurface damage,Carbon fiber-reinforced composites,Terahertz imaging;;;;en;false
hal-02100147;1;https://hal.archives-ouvertes.fr/hal-02100147;ART;10.26028/cybium/2018-421-005;;Histological study of the jaw teeth in the Devonian actinopterygian †Cheirolepis canadensis (Whiteaves),Étude morphologique et histologique des dents des mâchoires de l’actinoptérygien dévonien †Cheirolepis canadensis (Whiteaves);;François J. Meunier,Olga Otero,Michel Laurin;2018-03;0.sdu,1.sdu.stu,2.sdu.stu.pg;Cybium : Revue Internationale d’Ichtyologie;Paris : Muséum national d'histoire naturelle;;;67-74;Actinopterygii,Paleohistology,Plicidentine,Tooth,X-ray tomography,†Cheirolepis;Actinopterygii,Paleohistology,Plicidentine,Tooth,X-ray tomography,†Cheirolepis;;;;;en;false
hal-01926463;1;https://hal.sorbonne-universite.fr/hal-01926463;ART;10.1186/s12877-018-0949-2;;Study protocol on Alzheimer’s disease and related disorders: focus on clinical and imaging predictive markers in co-existing lesions;;Nawèle Boublay,Denis Fédérico,Alain Pesce,Marc Verny,Frédéric Blanc,Marc Paccalin,Thomas Desmidt,Pierre Grosmaître,Olivier Moreaud,Solveig Relland,Estelle Bravant,Romain Bouet,Pierre Krolak-Salmon;2018;0.sdv,1.sdv.neu,2.sdv.neu.nb,0.sdv,1.sdv.mhep,2.sdv.mhep.geg;BMC Geriatrics;BioMed Central;18;;280;Predictive markers,Imaging,Cerebrovascular disease,Co-lesions,Alzheimer’s disease,Lewy body dementia;Predictive markers,Imaging,Cerebrovascular disease,Co-lesions,Alzheimer’s disease,Lewy body dementia;;;;;en;false
hal-01861265;1;https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01861265;ART;10.1007/s00330-018-5311-8;;CT analysis of the aorta in giant-cell arteritis: a case-control study;;Pierre Emmanuel Berthod,Serge Aho-Glélé,Paul Ornetti,Olivier Chevallier,Hervé Devilliers,Fréderic Ricolfi,Bernard Bonnotte,Romaric Loffroy,Maxime Samson;2018-09;0.sdv,1.sdv.ib,2.sdv.ib.ima,0.sdv,1.sdv.ib,0.sdv,1.sdv.ib,2.sdv.ib.mn,0.info,1.info.info-im;European Radiology;Springer Verlag;28;;3676 - 3684;Giant cell aortitis,Arteritis,Thoracic aorta,Atherosclerosis,CT angiography Term-Follow-Up,Cardiovascular-Disease,Polymyalgia-Rheumatica,Temporal Arteritis,Involvement,Aortitis,Risk,Classification,Inflammation;Giant cell aortitis,Arteritis,Thoracic aorta,Atherosclerosis,CT angiography Term-Follow-Up,Cardiovascular-Disease,Polymyalgia-Rheumatica,Temporal Arteritis,Involvement,Aortitis,Risk,Classification,Inflammation;;;;;en;false
hal-02009739;1;https://hal.archives-ouvertes.fr/hal-02009739;ART;10.1093/gji/ggx463;;An accurate discontinuous Galerkin method for solving point-source Eikonal equation in 2-D heterogeneous anisotropic media;;Ludovic Métivier,Philippe Le Bouteiller,Mondher Benjemaa,Jean Virieux;01/03/2018;0.phys,1.phys.phys,2.phys.phys.phys-geo-ph,0.info,1.info.info-mo;Geophysical Journal International;Oxford University Press (OUP);212;;1498-1522;Non-linear differential equations,Numerical approximations and analysis,Numerical modelling,Numerical solutions,Seismic anisotropy;Non-linear differential equations,Numerical approximations and analysis,Numerical modelling,Numerical solutions,Seismic anisotropy;;;;;en;false
hal-02010681;1;https://hal.archives-ouvertes.fr/hal-02010681;ART;10.1093/gji/ggy039;;Elastic full waveform inversion based on the homogenization method: theoretical framework and 2-D numerical illustrations;;Yann Capdeville,Ludovic Métivier;01/05/2018;0.phys,1.phys.phys,2.phys.phys.phys-geo-ph,0.info,1.info.info-mo;Geophysical Journal International;Oxford University Press (OUP);213;;1093-1112;Inverse theory,Numerical solutions,Computational seismology,Seismic tomography,Wave propagation;Inverse theory,Numerical solutions,Computational seismology,Seismic tomography,Wave propagation;;;;;en;false
hal-02324339;1;https://hal.archives-ouvertes.fr/hal-02324339;ART;10.1016/j.jvolgeores.2018.04.014;;Complex conductivity of volcanic rocks and the geophysical mapping of alteration in volcanoes;;A. Ghorbani,A. Revil,A. Coperey,A Ahmed,S. Roque,M.J. Heap,H. Grandis,F. Viveiros,A. Soueid Ahmed;2018-05;0.sdu,0.sdu,1.sdu.stu;Journal of Volcanology and Geothermal Research;Elsevier;357;;106-127;;;;;;;en;false
hal-02324208;1;https://hal.archives-ouvertes.fr/hal-02324208;ART;10.1093/gji/ggy275;;Magnetometric resistivity: a new approach and its application to the detection of preferential flow paths in mine waste rock dumps;;Mike Jessop,Abderrahim Jardani,André Revil,Val Kofoed;2018;0.sdu,1.sdu.stu,2.sdu.stu.hy,0.sdu,1.sdu.stu,2.sdu.stu.gp;Geophysical Journal International;Oxford University Press (OUP);215;;222-239;Magnetic anomalies modelling and interpretation,Electrical properties,Hydrogeophysics,Electromagnetic theory,Tomography;Magnetic anomalies modelling and interpretation,Electrical properties,Hydrogeophysics,Electromagnetic theory,Tomography;;;;;en;false
hal-02020340;1;https://hal.uca.fr/hal-02020340;ART;;;Electrical conductivity and induced polarization investigations at Kilauea volcano\, Hawai'i;;A. Revil,A. Ghorbani,Lydie-Sarah Gailler,M. Gresse,N. Cluzel,N. Panwar,R. Sharma;2018-12;0.sdu,1.sdu.stu,2.sdu.stu.gp;Journal of Volcanology and Geothermal Research;Elsevier;368;;31-50;;;;;;;en;false
hal-02316701;1;https://hal-normandie-univ.archives-ouvertes.fr/hal-02316701;ART;10.1111/ner.12870;;Development of a Remote?Controlled Implantable Rat Sacral Nerve Stimulation System;;Ludovic Langlois,Marlène Antor,Karim Atmani,Erwan Le Long,Pierre Merriaux,Valérie Bridoux,Pierre Dechelotte,Anne Marie Leroi,Mathieu Meleine,Guillaume Gourcerol;03/10/2018;0.sdv,1.sdv.mhep,2.sdv.mhep.heg;Neuromodulation;Wiley;22;;690-696;Chronic,Implantable stimulator,Micturition,Rats,Sacral nerve stimulation;Chronic,Implantable stimulator,Micturition,Rats,Sacral nerve stimulation;;;;;en;false
hal-02109590;1;https://hal.archives-ouvertes.fr/hal-02109590;ART;10.1002/term.2396;;Gallium enhances reconstructive properties of a calcium phosphate bone biomaterial;;Ivana Strazic Geljic,Nicolas Melis,Florian Boukhechba,Sébastien Schaub,Charlotte Mellier,Pascal Janvier,Jean-Pierre Laugier,Jean-Michel Bouler,Elise Verron,Jean-Claude Scimeca;2018-02;0.sdv,1.sdv.bbm,2.sdv.bbm.bc,0.sdv,1.sdv.bbm,2.sdv.bbm.bm,0.sdv,1.sdv.bbm,2.sdv.bbm.gtp,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.can,0.sdv,1.sdv.ib,2.sdv.ib.bio,0.sdv,1.sdv.mhep,2.sdv.mhep.rsoa;Journal of Tissue Engineering and Regenerative Medicine;John Wiley & Sons Ltd.;12;;e854-e866;Bone reconstruction,Bone repair quantification,Calcium phosphate cements,Gallium,Gallium bone delivery,Osteoclast/osteoblast crosstalk,Second harmonic generation quantitative analysis;Bone reconstruction,Bone repair quantification,Calcium phosphate cements,Gallium,Gallium bone delivery,Osteoclast/osteoblast crosstalk,Second harmonic generation quantitative analysis;;;;;en;false
hal-01979646;1;https://hal.archives-ouvertes.fr/hal-01979646;ART;10.1093/petrology/egy097;;Transport of Volatile-rich Melt from the Mantle Transition Zone via Compaction Pockets: Implications for Mantle Metasomatism and the Origin of Alkaline Lavas in the Turkish–Iranian Plateau;;A Soltanmohammadi,M. Gregoire,M. Rabinowicz,Muriel Gerbault,G. Ceuleneer,M. Rahgoshay,M. Bystricky,M. Benoit;2018;0.sdu,1.sdu.stu,2.sdu.stu.te,0.sdu,1.sdu.envi,0.sdu,1.sdu.stu,2.sdu.stu.vo,0.sdu,1.sdu.stu,2.sdu.stu.gc;Journal of Petrology;Oxford University Press (OUP);59;;2273-2310;Compaction Pocket,Orogenic belt,Volatile-rich melt,Alkaline lava,Mantle Transition Zone;Compaction Pocket,Orogenic belt,Volatile-rich melt,Alkaline lava,Mantle Transition Zone;;;;;en;false
hal-01900967;1;https://hal.sorbonne-universite.fr/hal-01900967;ART;10.1016/j.jfo.2018.01.006;;Simultaneous penetrating keratoplasty and amniotic membrane transplantation in eyes with a history of limbal stem cell deficiency,Kératoplastie transfixiante combinée à une greffe de membrane amniotique au cours du syndrome d’insuffisance en cellules souches limbiques;;Vincent Borderie,Ora Levy,Cristina Georgeon,Nacim Bouheraoua;2018;0.sdv,1.sdv.mhep,2.sdv.mhep.os,0.sdv,1.sdv.mhep,2.sdv.mhep.chi;Journal Français D'Ophtalmologie;Elsevier Masson;41;;583-591;Keratoplasty,Limbal stem cell deficiency,Graft survival,Amniotic membrane transplantation,Epithelial defect;Keratoplasty,Limbal stem cell deficiency,Graft survival,Amniotic membrane transplantation,Epithelial defect,Kératoplastie,Déficit en cellules souches limbiques,Greffe de membrane amniotique;Kératoplastie,Déficit en cellules souches limbiques,Greffe de membrane amniotique;;;;en;false
insu-01914586;1;https://hal-insu.archives-ouvertes.fr/insu-01914586;ART;10.1002/nsg.12019;;Estimating picking errors in near-surface seismic data to enable their time-lapse interpretation on hydrosystems;;Marine Dangeard,L. Bodet,S. Pasquet,J. Thiesson,R. Guerin,D. Jougnot,Laurent Longuevergne;13/11/2018;0.sdu,1.sdu.stu,2.sdu.stu.hy;Near Surface Geophysics;European Association of Geoscientists and Engineers (EAGE);16;;613-625;;;;;;;en;false
hal-01823497;1;https://hal.archives-ouvertes.fr/hal-01823497;ART;10.1016/j.chemgeo.2018.06.012;;Advances in 3D imaging and volumetric reconstruction of fluid and melt inclusions by high resolution X-ray computed tomography;;Antonin Richard,Christophe Morlot,Laura Créon,Nicolas Beaudoin,Vladimir Balistky,Svetlana Pentelei,Vanessa Dyja-Person,Gaston Giuliani,Isabella Pignatelli,Hélène Legros,Jérôme Sterpenich,Jacques Pironon;2018-06;0.sdu,1.sdu.stu,2.sdu.stu.ag;Chemical Geology;Elsevier;;;;;;;;;;en;false
hal-01626737;1;https://hal.archives-ouvertes.fr/hal-01626737;ART;10.1016/j.asr.2017.10.012;;Imaging the interior of a comet from bistatic microwave measurements: case of a scale comet model;;Christelle Eyraud,Alain Hérique,Jean-Michel Geffrin,Wlodek W. Kofman;2018;0.spi,1.spi.elec,0.sdu,1.sdu.astr,2.sdu.astr.ep;Advances in Space Research;Elsevier;62;;1977-1986;Electromagnetic wave,Comet analog,Bistatic configuration,Radar Tomography,Imaging,Internal structure,Microwave measurements;Electromagnetic wave,Comet analog,Bistatic configuration,Radar Tomography,Imaging,Internal structure,Microwave measurements;;;;;en;false
hal-01858384;1;https://hal.inria.fr/hal-01858384;ART;10.1016/j.neuroimage.2018.08.042;;Reproducible evaluation of classification methods in Alzheimer's disease: Framework and application to MRI and PET data;;Jorge Samper-Gonzalez,Ninon Burgos,Simona Bottani,Sabrina Fontanella,Pascal Lu,Arnaud Marcoux,Alexandre Routier,Jérémy Guillon,Michael Bacci,Junhao Wen,Anne Bertrand,Hugo Bertin,Marie-Odile Habert,Stanley Durrleman,Theodoros Evgeniou,Olivier Colliot;2018-12;0.info,0.scco,1.scco.neur;NeuroImage;Elsevier;183;;504-521;Reproducibility,Positron emission tomography,Open-source,Magnetic resonance imaging,Classification,Alzheimer's disease;Reproducibility,Positron emission tomography,Open-source,Magnetic resonance imaging,Classification,Alzheimer's disease;;;;;en;false
inserm-01844432;1;https://www.hal.inserm.fr/inserm-01844432;ART;10.1002/JPER.18-0081;;Estimation of the Diagnostic Accuracy of Clinical Parameters for Monitoring Peri-Implantitis Progression: An Experimental Canine Study;;Alberto Monje,Angel Insua,Mia Rakic,Jose Nart,Jose Luis Moyano-Cuevas,Hom-Lay Wang;2018;0.sdv,1.sdv.mhep,2.sdv.mhep.rsoa,0.sdv,1.sdv.mhep,2.sdv.mhep.geg;Journal of periodontology;American Academy of Periodontology;;;Epub ahead of print;Diagnosis,Implant stability,Peri-implant mucositis,Dental implants,Peri-implantitis;Diagnosis,Implant stability,Peri-implant mucositis,Dental implants,Peri-implantitis;;;;;en;false
hal-01836273;1;https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01836273;ART;10.1182/bloodadvances.2017015164;;Total metabolic tumor volume\, circulating tumor cells\, cell-free DNA: distinct prognostic value in follicular lymphoma;;Marie-Hélène Delfau-Larue,Axel van der Gucht,Jehan Dupuis,Jean-Philippe Jais,Isabelle Nel,Asma Beldi-Ferchiou,Salma Hamdane,Ichrafe Benmaad,Gaëlle Laboure,Benjamin Verret,Corinne Haioun,Christiane Copie-Bergman,Alina Berriolo-Riedinger,Philippine Robert,Rene-Olivier Casasnovas,Emmanuel Itti;10/04/2018;0.sdv,1.sdv.can;Blood Advances;The American Society of Hematology;2;;807 - 816;;;;;;;en;false
hal-01934474;1;https://hal.archives-ouvertes.fr/hal-01934474;ART;10.1093/gji/ggy134;;Deep structure of Pyrenees range (SW Europe) imaged by joint inversion of gravity and teleseismic delay time;;Gregory Dufrechou,Christel Tiberi,Roland Martin,Sylvain Bonvalot,Sebastien Chevrot,Lucia Seoane;2018-07;0.sdu,1.sdu.stu,2.sdu.stu.gp;Geophysical Journal International;Oxford University Press (OUP);214;;282-301;Joint inversion,Seismic tomography,Gravity anomalies and Earth structure,Continental margins convergent,Europe,Seismicity and tectonics;Joint inversion,Seismic tomography,Gravity anomalies and Earth structure,Continental margins convergent,Europe,Seismicity and tectonics;;;;;en;false
hal-01983575;1;https://hal.archives-ouvertes.fr/hal-01983575;ART;10.1016/j.lithos.2018.09.033;;Textural evolution during high-pressure dehydration of serpentinite to peridotite and its relation to stress orientations and kinematics of subducting slabs: Insights from the Almirez ultramafic massif;;Nicole Dilissen,Karoly Hidas,Carlos J. Garrido,Wolf-Achim Kahl,Vicente Lopez Sanchez-Vizcaino,Jose Alberto Padron Navarta;2018-11;0.sdu,1.sdu.stu,2.sdu.stu.pe;Lithos;Elsevier;320;;470-489;Subduction zones,Antigorite serpentinite,Chlorite harzburgite,Almirez massif,Microstructures,Stress,Fluid flow,X-raymicro-computed tomography mu-CT,Electron backscatter diffraction EBSD,Shape Preferred Orientation SPO,Crystal Preferred Orientation CPO;Subduction zones,Antigorite serpentinite,Chlorite harzburgite,Almirez massif,Microstructures,Stress,Fluid flow,X-raymicro-computed tomography mu-CT,Electron backscatter diffraction EBSD,Shape Preferred Orientation SPO,Crystal Preferred Orientation CPO;;;;;en;false
hal-01801626;1;https://hal.archives-ouvertes.fr/hal-01801626;ART;10.1016/j.epsl.2018.01.030;;Evidence of hotspot paths below Arabia and the Horn of Africa and consequences on the Red Sea opening;;S Vicente de Gouveia,J. Besse,Dominique Frizon de Lamotte,M. Greff-Lefftz,M. Lescanne,Frederic Gueydan,F. Leparmentier;01/04/2018;0.sdu,1.sdu.stu,2.sdu.stu.te;Earth and Planetary Science Letters;Elsevier;487;;210-220;Hotspot,Hotspot reference frame heat-flow,Rifting,Red Sea;Hotspot,Hotspot reference frame heat-flow,Rifting,Red Sea;;;;;en;false
hal-02874604;1;https://hal.univ-angers.fr/hal-02874604;ART;10.1097/MPH.0000000000000915;;Variability in Imaging Practices and Comparative Cumulative Effective Dose for Neuroblastoma and Nephroblastoma Patients at 6 Pediatric Oncology Centers;;Baptiste Morel,Anne Jaudeau-Collart,Maïa Proisy,Louis Marie Leiber,Valentin Tissot,Marie Quéré,Martine Mergy,Isabelle Pellier,Clara Vallin,Dominique Sirinelli;2018;0.sdv;Journal of pediatric hematology/oncology;Wolters Kluwer;40;;36-42;Child,Preschool,Diagnostic Imaging,Female,Humans,Magnetic Resonance Imaging,Male,Neuroblastoma,Practice Patterns,Physicians,Radiation Dosage,Retrospective Studies,Tomography,X-Ray Computed,Ultrasonography,Wilms Tumor;Child,Preschool,Diagnostic Imaging,Female,Humans,Magnetic Resonance Imaging,Male,Neuroblastoma,Practice Patterns,Physicians,Radiation Dosage,Retrospective Studies,Tomography,X-Ray Computed,Ultrasonography,Wilms Tumor;;;;;en;false
